字段代码,字段(大写),中文名,参数,来源
est_avgebitda,EST_AVGEBITDA,预测息税折旧摊销前利润(综合值),RPTYEAR,xla去前缀变体
est_avgebitda1,EST_AVGEBITDA1,预测息税折旧摊销前利润(EBITDA)平均值,,xla去前缀变体
est_avgebt,EST_AVGEBT,预测利润总额(综合值),RPTYEAR,xla去前缀变体
est_avgebt1,EST_AVGEBT1,预测利润总额平均值,,xla去前缀变体
est_avgoperatingprofit,EST_AVGOPERATINGPROFIT,预测营业利润(综合值),RPTYEAR,xla去前缀变体
est_avgoperatingprofit1,EST_AVGOPERATINGPROFIT1,预测营业利润平均值,,xla去前缀变体
est_avgroa,EST_AVGROA,预测总资产收益率(综合值),RPTYEAR,xla去前缀变体
est_avgroe,EST_AVGROE,预测净资产收益率(综合值),RPTYEAR,xla去前缀变体
est_cagr_np,EST_CAGR_NP,未来3年净利润复合年增长率,,xla去前缀变体
est_cagr_sales,EST_CAGR_SALES,未来3年营业总收入复合年增长率,,xla去前缀变体
est_ebitda,EST_EBITDA,机构预测EBITDA,,xla去前缀变体
est_eps,EST_EPS,预测每股收益(综合值),RPTYEAR,xla去前缀变体
est_eps1,EST_EPS1,预测每股收益平均值,,xla去前缀变体
est_eps_inst,EST_EPS_INST,预测每股收益(明细值),RPTYEAR,xla去前缀变体
est_estanalyst,EST_ESTANALYST,预测研究员(新增),RPTYEAR,xla去前缀变体
est_estnewtime_inst,EST_ESTNEWTIME_INST,机构最近预测时间(新增),RPTYEAR,xla去前缀变体
est_event_date,EST_EVENT_DATE,大事日期(大事后预测),DATE,xla去前缀变体
est_evtoebitda,EST_EVTOEBITDA,机构预测EV/EBITDA,,xla去前缀变体
est_frstratingtime_inst,EST_FRSTRATINGTIME_INST,机构首次评级时间(新增),,xla去前缀变体
est_highprice_inst,EST_HIGHPRICE_INST,本次最低目标价,EndDate,xla去前缀变体
est_instnum,EST_INSTNUM,预测机构家数,RPTYEAR,xla去前缀变体
est_lowprice_inst,EST_LOWPRICE_INST,本次最高目标价,EndDate,xla去前缀变体
est_maxbps,EST_MAXBPS,预测每股净资产(最大值),RPTYEAR,xla去前缀变体
est_maxbps1,EST_MAXBPS1,预测每股净资产(BPS)最大值,,xla去前缀变体
est_maxcps,EST_MAXCPS,预测每股现金流(最大值),RPTYEAR,xla去前缀变体
est_maxcps1,EST_MAXCPS1,预测每股现金流(CPS)最大值,,xla去前缀变体
est_maxdps,EST_MAXDPS,预测每股股利(最大值),RPTYEAR,xla去前缀变体
est_maxdps1,EST_MAXDPS1,预测每股股利(DPS)最大值,,xla去前缀变体
est_maxebit,EST_MAXEBIT,预测息税前利润(最大值),RPTYEAR,xla去前缀变体
est_maxebit1,EST_MAXEBIT1,预测息税前利润(EBIT)最大值,,xla去前缀变体
est_maxebitda,EST_MAXEBITDA,预测息税折旧摊销前利润(最大值),RPTYEAR,xla去前缀变体
est_maxebitda1,EST_MAXEBITDA1,预测息税折旧摊销前利润(EBITDA)最大值,,xla去前缀变体
est_maxebt,EST_MAXEBT,预测利润总额(最大值),RPTYEAR,xla去前缀变体
est_maxebt1,EST_MAXEBT1,预测利润总额最大值,,xla去前缀变体
est_maxeps,EST_MAXEPS,预测每股收益(最大值),RPTYEAR,xla去前缀变体
est_maxeps1,EST_MAXEPS1,预测每股收益最大值,,xla去前缀变体
est_maxnetprofit,EST_MAXNETPROFIT,预测净利润(最大值),RPTYEAR,xla去前缀变体
est_maxnetprofit1,EST_MAXNETPROFIT1,预测净利润最大值,,xla去前缀变体
est_maxoperatingprofit,EST_MAXOPERATINGPROFIT,预测营业利润(最大值),RPTYEAR,xla去前缀变体
est_maxoperatingprofit1,EST_MAXOPERATINGPROFIT1,预测营业利润最大值,,xla去前缀变体
est_maxroa,EST_MAXROA,预测总资产收益率(最大值),RPTYEAR,xla去前缀变体
est_maxroe,EST_MAXROE,预测净资产收益率(最大值),RPTYEAR,xla去前缀变体
est_maxsales,EST_MAXSALES,预测主营业务收入(最大值),RPTYEAR,xla去前缀变体
est_maxsales1,EST_MAXSALES1,预测营业收入最大值,,xla去前缀变体
est_medianbps,EST_MEDIANBPS,预测每股净资产(中值),RPTYEAR,xla去前缀变体
est_medianbps1,EST_MEDIANBPS1,预测每股净资产(BPS)中值,,xla去前缀变体
est_mediancps,EST_MEDIANCPS,预测每股现金流(中值),RPTYEAR,xla去前缀变体
est_mediancps1,EST_MEDIANCPS1,预测每股现金流(CPS)中值,,xla去前缀变体
est_mediandps,EST_MEDIANDPS,预测每股股利(中值),RPTYEAR,xla去前缀变体
est_mediandps1,EST_MEDIANDPS1,预测每股股利(DPS)中值,,xla去前缀变体
est_medianebit,EST_MEDIANEBIT,预测息税前利润(中值),RPTYEAR,xla去前缀变体
est_medianebit1,EST_MEDIANEBIT1,预测息税前利润(EBIT)中值,,xla去前缀变体
est_medianebitda,EST_MEDIANEBITDA,预测息税折旧摊销前利润(中值),RPTYEAR,xla去前缀变体
est_medianebitda1,EST_MEDIANEBITDA1,预测息税折旧摊销前利润(EBITDA)中值,,xla去前缀变体
est_medianebt,EST_MEDIANEBT,预测利润总额(中值),RPTYEAR,xla去前缀变体
est_medianebt1,EST_MEDIANEBT1,预测利润总额中值,,xla去前缀变体
est_medianeps,EST_MEDIANEPS,预测每股收益(中值),RPTYEAR,xla去前缀变体
est_medianeps1,EST_MEDIANEPS1,预测每股收益中值,,xla去前缀变体
est_mediannetprofit,EST_MEDIANNETPROFIT,预测净利润(中值),RPTYEAR,xla去前缀变体
est_mediannetprofit1,EST_MEDIANNETPROFIT1,预测净利润中值,,xla去前缀变体
est_medianoperatingprofit,EST_MEDIANOPERATINGPROFIT,预测营业利润(中值),RPTYEAR,xla去前缀变体
est_medianoperatingprofit1,EST_MEDIANOPERATINGPROFIT1,预测营业利润中值,,xla去前缀变体
est_medianroa,EST_MEDIANROA,预测总资产收益率(中值),RPTYEAR,xla去前缀变体
est_medianroe,EST_MEDIANROE,预测净资产收益率(中值),RPTYEAR,xla去前缀变体
est_mediansales,EST_MEDIANSALES,预测主营业务收入(中值),RPTYEAR,xla去前缀变体
est_mediansales1,EST_MEDIANSALES1,预测营业收入中值,,xla去前缀变体
est_minbps,EST_MINBPS,预测每股净资产(最小值),RPTYEAR,xla去前缀变体
est_minbps1,EST_MINBPS1,预测每股净资产(BPS)最小值,,xla去前缀变体
est_mincps,EST_MINCPS,预测每股现金流(最小值),RPTYEAR,xla去前缀变体
est_mincps1,EST_MINCPS1,预测每股现金流(CPS)最小值,,xla去前缀变体
est_mindps,EST_MINDPS,预测每股股利(最小值),RPTYEAR,xla去前缀变体
est_mindps1,EST_MINDPS1,预测每股股利(DPS)最小值,,xla去前缀变体
est_minebit,EST_MINEBIT,预测息税前利润(最小值),RPTYEAR,xla去前缀变体
est_minebit1,EST_MINEBIT1,预测息税前利润(EBIT)最小值,,xla去前缀变体
est_minebitda,EST_MINEBITDA,预测息税折旧摊销前利润(最小值),RPTYEAR,xla去前缀变体
est_minebitda1,EST_MINEBITDA1,预测息税折旧摊销前利润(EBITDA)最小值,,xla去前缀变体
est_minebt,EST_MINEBT,预测利润总额(最小值),RPTYEAR,xla去前缀变体
est_minebt1,EST_MINEBT1,预测利润总额最小值,,xla去前缀变体
est_mineps,EST_MINEPS,预测每股收益(最小值),RPTYEAR,xla去前缀变体
est_mineps1,EST_MINEPS1,预测每股收益最小值,,xla去前缀变体
est_minnetprofit,EST_MINNETPROFIT,预测净利润(最小值),RPTYEAR,xla去前缀变体
est_minnetprofit1,EST_MINNETPROFIT1,预测净利润最小值,,xla去前缀变体
est_minoperatingprofit,EST_MINOPERATINGPROFIT,预测营业利润(最小值),RPTYEAR,xla去前缀变体
est_minoperatingprofit1,EST_MINOPERATINGPROFIT1,预测营业利润最小值,,xla去前缀变体
est_minroa,EST_MINROA,预测总资产收益率(最小值),RPTYEAR,xla去前缀变体
est_minroe,EST_MINROE,预测净资产收益率(最小值),RPTYEAR,xla去前缀变体
est_minsales,EST_MINSALES,预测主营业务收入(最小值),RPTYEAR,xla去前缀变体
est_minsales1,EST_MINSALES1,预测营业收入最小值,,xla去前缀变体
est_netprofit,EST_NETPROFIT,预测净利润(综合值),RPTYEAR,xla去前缀变体
est_netprofit1,EST_NETPROFIT1,预测净利润平均值,,xla去前缀变体
est_netprofit_downgrade,EST_NETPROFIT_DOWNGRADE,一月内净利润调低家数,RPTYEAR,xla去前缀变体
est_netprofit_inst,EST_NETPROFIT_INST,预测净利润(明细值),RPTYEAR,xla去前缀变体
est_netprofit_maintain,EST_NETPROFIT_MAINTAIN,一月内净利润维持家数,RPTYEAR,xla去前缀变体
est_netprofit_upgrade,EST_NETPROFIT_UPGRADE,一月内净利润调高家数,RPTYEAR,xla去前缀变体
est_newratingtime_inst,EST_NEWRATINGTIME_INST,机构最近评级时间(新增),,xla去前缀变体
est_orgrating_inst,EST_ORGRATING_INST,机构投资评级(原始)(新增),,xla去前缀变体
est_pctchange,EST_PCTCHANGE,"预测涨跌幅(评级日,最低价)",TRADEDATE、TYPE,xla去前缀变体
est_prehighprice_inst,EST_PREHIGHPRICE_INST,前次最低目标价,EndDate,xla去前缀变体
est_prelowprice_inst,EST_PRELOWPRICE_INST,前次最高目标价,EndDate,xla去前缀变体
est_ratinganalyst,EST_RATINGANALYST,评级研究员(新增),,xla去前缀变体
est_rptabstract_inst,EST_RPTABSTRACT_INST,内容,EndDate,xla去前缀变体
est_rpttitle_inst,EST_RPTTITLE_INST,报告标题,EndDate,xla去前缀变体
est_sales,EST_SALES,预测主营业务收入(综合值),RPTYEAR,xla去前缀变体
est_sales1,EST_SALES1,预测营业收入平均值,,xla去前缀变体
est_sales_downgrade,EST_SALES_DOWNGRADE,一月内主营业务收入调低家数,RPTYEAR,xla去前缀变体
est_sales_inst,EST_SALES_INST,预测主营业务收入(明细值),RPTYEAR,xla去前缀变体
est_sales_maintain,EST_SALES_MAINTAIN,一月内主营业务收入维持家数,RPTYEAR,xla去前缀变体
est_sales_upgrade,EST_SALES_UPGRADE,一月内主营业务收入调高家数,RPTYEAR,xla去前缀变体
est_scorerating_inst,EST_SCORERATING_INST,机构投资评级(标准化得分)(新增),,xla去前缀变体
est_stdbps,EST_STDBPS,预测每股净资产(标准差),RPTYEAR,xla去前缀变体
est_stdbps1,EST_STDBPS1,预测每股净资产(BPS)标准差,,xla去前缀变体
est_stdcps,EST_STDCPS,预测每股现金流(标准差),RPTYEAR,xla去前缀变体
est_stdcps1,EST_STDCPS1,预测每股现金流(CPS)标准差,,xla去前缀变体
est_stddps,EST_STDDPS,预测每股股利(标准差),RPTYEAR,xla去前缀变体
est_stddps1,EST_STDDPS1,预测每股股利(DPS)标准差,,xla去前缀变体
est_stdebit,EST_STDEBIT,预测息税前利润(标准差),RPTYEAR,xla去前缀变体
est_stdebit1,EST_STDEBIT1,预测息税前利润(EBIT)标准差,,xla去前缀变体
est_stdebitda,EST_STDEBITDA,预测息税折旧摊销前利润(标准差),RPTYEAR,xla去前缀变体
est_stdebitda1,EST_STDEBITDA1,预测息税折旧摊销前利润(EBITDA)标准差,,xla去前缀变体
est_stdebt,EST_STDEBT,预测利润总额(标准差),RPTYEAR,xla去前缀变体
est_stdebt1,EST_STDEBT1,预测利润总额标准差,,xla去前缀变体
est_stdeps,EST_STDEPS,预测每股收益(标准差),RPTYEAR,xla去前缀变体
est_stdeps1,EST_STDEPS1,预测每股收益标准差,,xla去前缀变体
est_stdnetprofit,EST_STDNETPROFIT,预测净利润(标准差),RPTYEAR,xla去前缀变体
est_stdnetprofit1,EST_STDNETPROFIT1,预测净利润标准差,,xla去前缀变体
est_stdoperatingprofit,EST_STDOPERATINGPROFIT,预测营业利润(标准差),RPTYEAR,xla去前缀变体
est_stdoperatingprofit1,EST_STDOPERATINGPROFIT1,预测营业利润标准差,,xla去前缀变体
est_stdrating_inst,EST_STDRATING_INST,机构投资评级(标准化评级)(新增),,xla去前缀变体
est_stdroa,EST_STDROA,预测总资产收益率(标准差),RPTYEAR,xla去前缀变体
est_stdroe,EST_STDROE,预测净资产收益率(标准差),RPTYEAR,xla去前缀变体
est_stdsales,EST_STDSALES,预测主营业务收入(标准差),RPTYEAR,xla去前缀变体
est_stdsales1,EST_STDSALES1,预测营业收入标准差,,xla去前缀变体
est_yoynetprofit,EST_YOYNETPROFIT,预测净利润增长率,RPTYEAR,xla去前缀变体
est_yoysales,EST_YOYSALES,预测主营业务收入增长率,RPTYEAR,xla去前缀变体
estimated_netcollection,ESTIMATED_NETCOLLECTION,增发预计募集资金,,xla去前缀变体
estpb,ESTPB,预测PB,TRADEDATE、Year,xla去前缀变体
estpb_fy1,ESTPB_FY1,预测PB(FY1),TRADEDATE,xla去前缀变体
estpb_fy2,ESTPB_FY2,预测PB(FY2),TRADEDATE,xla去前缀变体
estpb_fy3,ESTPB_FY3,预测PB(FY3),TRADEDATE,xla去前缀变体
estpe_fy1,ESTPE_FY1,预测PE(FY1),TRADEDATE,xla去前缀变体
estpe_fy2,ESTPE_FY2,预测PE(FY2),TRADEDATE,xla去前缀变体
estpe_fy3,ESTPE_FY3,预测PE(FY3),TRADEDATE,xla去前缀变体
estpeg_ftm,ESTPEG_FTM,预测PEG(未来12个月),TRADEDATE,xla去前缀变体
estpeg_fy1,ESTPEG_FY1,预测PEG(FY1),TRADEDATE,xla去前缀变体
estpeg_fy2,ESTPEG_FY2,预测PEG(FY2),TRADEDATE,xla去前缀变体
estps,ESTPS,预测PS,TRADEDATE、Year,xla去前缀变体
etf_netasset,ETF_NETASSET,ETF资产净值,TRADEDATE,xla去前缀变体
ev,EV,企业价值EV,,探测法实测
ev1,EV1,企业价值EV1,,探测法实测
ev2,EV2,企业价值EV2,,探测法实测
ev_exdate,EV_EXDATE,现金股息除权日,TRADEDATE,xla去前缀变体
ev_paydate,EV_PAYDATE,现金股息派息日,TRADEDATE,xla去前缀变体
exch_city,EXCH_CITY,交易所,,探测法实测
exchange_cn,EXCHANGE_CN,"交易所中文名称,s_info_exchange_CN()",,xla去前缀变体
excode,EXCODE,月合约代码(交易所),TRADEDATE,xla去前缀变体
execmaturityembedded,EXECMATURITYEMBEDDED,含权债行权期限,,xla去前缀变体
executives,EXECUTIVES,公司高管,,xla去前缀变体
exemptvat,EXEMPTVAT,是否免收增值税,,xla去前缀变体
exercisecouponrate_cnbd,EXERCISECOUPONRATE_CNBD,估算的行权后票面利率,DEALDATE,xla去前缀变体
exercisefee,EXERCISEFEE,期权行权履约手续费,DEALDATE,xla去前缀变体
exinterestdebt_current,EXINTERESTDEBT_CURRENT,无息流动负债,REPORTDATE,xla去前缀变体
exinterestdebt_noncurrent,EXINTERESTDEBT_NONCURRENT,无息非流动负债,REPORTDATE,xla去前缀变体
expectedyield,EXPECTEDYIELD,预期收益率(文字),,xla去前缀变体
expense_ttm,EXPENSE_TTM,营业支出-金融类(TTM),,xla去前缀变体
expense_ttm2,EXPENSE_TTM2,营业支出-金融类(TTM),REPORTDATE,xla去前缀变体
expensetosales,EXPENSETOSALES,销售期间费用率,REPORTDATE,xla去前缀变体
expensetosales_ttm,EXPENSETOSALES_TTM,销售期间费用率(TTM),,xla去前缀变体
expensetosales_ttm2,EXPENSETOSALES_TTM2,销售期间费用率(TTM),REPORTDATE,xla去前缀变体
expiryamtratio,EXPIRYAMTRATIO,到期日期权成交额认沽认购比率,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expirycallamount,EXPIRYCALLAMOUNT,到期日认购期权成交额,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expirycalloi,EXPIRYCALLOI,到期日认购期权持仓量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expirycallvolume,EXPIRYCALLVOLUME,到期日认购期权成交量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryoiratio,EXPIRYOIRATIO,到期日期权持仓量认沽认购比率,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryoptionamount,EXPIRYOPTIONAMOUNT,到期日期权成交额,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryoptionoi,EXPIRYOPTIONOI,到期日期权持仓量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryoptionvolume,EXPIRYOPTIONVOLUME,到期日期权成交量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryputamount,EXPIRYPUTAMOUNT,到期日认沽期权成交额,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryputoi,EXPIRYPUTOI,到期日认沽期权持仓量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryputvolume,EXPIRYPUTVOLUME,到期日认沽期权成交量,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expiryvolumeratio,EXPIRYVOLUMERATIO,到期日期权成交量认沽认购比率,TRADEDATE、ExpirationDate、Exercisetype、TermType、Multipliertype,xla去前缀变体
expma,EXPMA,EXPMA指数平均数,,xla原码
exppropfdleundwt,EXPPROPFDLEUNDWT,主承销商自营资金获配说明,,xla去前缀变体
extensioncreditenhancementmeasure,EXTENSIONCREDITENHANCEMENTMEASURE,展期增信措施,TRADEDATE,xla去前缀变体
extensioninterestredemptionplan,EXTENSIONINTERESTREDEMPTIONPLAN,展期利息兑付方案,TRADEDATE,xla去前缀变体
extensionprincipalredemptionplan,EXTENSIONPRINCIPALREDEMPTIONPLAN,展期本金兑付方案,TRADEDATE,xla去前缀变体
extraordinary,EXTRAORDINARY,非经常性损益,REPORTDATE,xla去前缀变体
fa_abpturndays,FA_ABPTURNDAYS,应付账款及应付票据周转天数,REPORTDATE,xla去前缀变体
fa_abrturndays,FA_ABRTURNDAYS,应收账款及应收票据周转天数,REPORTDATE,xla去前缀变体
fa_adminexpense_ttm,FA_ADMINEXPENSE_TTM,管理费用(TTM),,xla去前缀变体
fa_adminexpensetogr_ttm,FA_ADMINEXPENSETOGR_TTM,管理费用／营业总收入(TTM),,xla去前缀变体
fa_apnpturn,FA_APNPTURN,应付账款及应付票据周转率,REPORTDATE,xla去前缀变体
fa_arnrturn,FA_ARNRTURN,应收账款及应收票据周转率,REPORTDATE,xla去前缀变体
fa_arturn_reserve,FA_ARTURN_RESERVE,应收账款周转率(含坏账准备),REPORTDATE,xla去前缀变体
fa_arturn_ttm,FA_ARTURN_TTM,应收账款周转率(TTM),REPORTDATE,xla去前缀变体
fa_bps,FA_BPS,每股净资产BPS,REPORTDATE,xla去前缀变体
fa_cagr_or,FA_CAGR_OR,营业收入复合年增长率,Year、N,xla去前缀变体
fa_cagr_ta,FA_CAGR_TA,资产总计复合年增长率,Year、N,xla去前缀变体
fa_cashflow_ttm,FA_CASHFLOW_TTM,现金净流量(TTM),,xla去前缀变体
fa_cashturnratio,FA_CASHTURNRATIO,现金周转率,REPORTDATE,xla去前缀变体
fa_caturn_ttm,FA_CATURN_TTM,流动资产周转率(TTM),REPORTDATE,xla去前缀变体
fa_cfps_ttm,FA_CFPS_TTM,每股现金流量净额(TTM),,xla去前缀变体
fa_crofll,FA_CROFLL,长期债务资本化比率,REPORTDATE,xla去前缀变体
fa_current,FA_CURRENT,流动比率,REPORTDATE,xla去前缀变体
fa_da,FA_DA,当期计提折旧与摊销,REPORTDATE,xla去前缀变体
fa_debttoequity,FA_DEBTTOEQUITY,产权比率(负债合计／归属母公司股东的权益),REPORTDATE,xla去前缀变体
fa_debttoeqy,FA_DEBTTOEQY,净资产负债率,REPORTDATE,xla去前缀变体
fa_deductedprofit_1,FA_DEDUCTEDPROFIT_1,扣除非经常性损益后归属母公司股东的净利润,REPORTDATE、TYPE,xla去前缀变体
fa_dps,FA_DPS,每股派息,,xla去前缀变体
fa_ebit_ttm,FA_EBIT_TTM,息税前利润(TTM),,xla去前缀变体
fa_ebitda_ttm,FA_EBITDA_TTM,EBITDA(TTM反推法),REPORTDATE,xla去前缀变体
fa_ebittointerest,FA_EBITTOINTEREST,已获利息倍数(EBIT／利息费用),REPORTDATE,xla去前缀变体
fa_ebt_ttm,FA_EBT_TTM,利润总额(TTM),,xla去前缀变体
fa_eps_basic,FA_EPS_BASIC,每股收益EPS-基本,REPORTDATE,xla去前缀变体
fa_eps_diluted,FA_EPS_DILUTED,每股收益EPS-稀释,REPORTDATE,xla去前缀变体
fa_equitytointerestdebt,FA_EQUITYTOINTERESTDEBT,归属母公司股东的权益／带息债务,REPORTDATE,xla去前缀变体
fa_errorcorrectiondate,FA_ERRORCORRECTIONDATE,会计差错更正披露日期,REPORTDATE,xla去前缀变体
fa_errorcorrectionornot,FA_ERRORCORRECTIONORNOT,是否存在会计差错更正,REPORTDATE,xla去前缀变体
fa_expensetosales_ttm,FA_EXPENSETOSALES_TTM,销售期间费用率(TTM),,xla去前缀变体
fa_fcfe,FA_FCFE,股权自由现金流量FCFE,REPORTDATE,xla去前缀变体
fa_fcfeps,FA_FCFEPS,每股股东自由现金流量,REPORTDATE,xla去前缀变体
fa_fcff,FA_FCFF,企业自由现金流量FCFF,REPORTDATE,xla去前缀变体
fa_fcffps,FA_FCFFPS,每股企业自由现金流量,REPORTDATE,xla去前缀变体
fa_finaexpense_ttm,FA_FINAEXPENSE_TTM,财务费用(TTM),,xla去前缀变体
fa_finaexpensetogr_ttm,FA_FINAEXPENSETOGR_TTM,财务费用／营业总收入(TTM),,xla去前缀变体
fa_gc_ttm,FA_GC_TTM,营业总成本(TTM),,xla去前缀变体
fa_gr_ttm,FA_GR_TTM,营业总收入(TTM),,xla去前缀变体
fa_grossprofitmargin_ttm,FA_GROSSPROFITMARGIN_TTM,销售毛利率(TTM),,xla去前缀变体
fa_grps,FA_GRPS,每股营业总收入,REPORTDATE,xla去前缀变体
fa_impairtogr_ttm,FA_IMPAIRTOGR_TTM,资产减值损失／营业总收入(TTM),,xla去前缀变体
fa_interestdebt,FA_INTERESTDEBT,带息债务,REPORTDATE,xla去前缀变体
fa_interestexpense_ttm,FA_INTERESTEXPENSE_TTM,利息支出(TTM),REPORTDATE,xla去前缀变体
fa_investcapital,FA_INVESTCAPITAL,全部投入资本,REPORTDATE,xla去前缀变体
fa_latelyyear2,FA_LATELYYEAR2,最新年报年份,TRADEDATE,xla去前缀变体
fa_lyr_bt,FA_LYR_BT,最新年报,TRADEDATE,xla去前缀变体
fa_netdebt,FA_NETDEBT,净债务,REPORTDATE,xla去前缀变体
fa_netdebtratio,FA_NETDEBTRATIO,净负债率,REPORTDATE,xla去前缀变体
